timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1737041680748,1552,Login,200,,Http URL/API Test 1-2,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1552,0,349
1737041680895,1407,Login,200,,Http URL/API Test 1-5,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1407,0,201
1737041682303,10,randomPageSize,200,OK,Http URL/API Test 1-5,text,true,,0,0,20,20,null,0,0,0
1737041682301,12,randomPageSize,200,OK,Http URL/API Test 1-2,text,true,,0,0,20,20,null,0,0,0
1737041681111,1503,Login,200,,Http URL/API Test 1-9,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1503,0,199
1737041681447,1167,Login,200,,Http URL/API Test 1-16,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1167,0,161
1737041680847,1767,Login,200,,Http URL/API Test 1-4,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1767,0,254
1737041682615,0,randomPageSize,200,OK,Http URL/API Test 1-9,text,true,,0,0,20,20,null,0,0,0
1737041682615,0,randomPageSize,200,OK,Http URL/API Test 1-16,text,true,,0,0,20,20,null,0,0,0
1737041682615,0,randomPageSize,200,OK,Http URL/API Test 1-4,text,true,,0,0,20,20,null,0,0,0
1737041681053,1565,Login,200,,Http URL/API Test 1-8,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1565,0,176
1737041682618,1,randomPageSize,200,OK,Http URL/API Test 1-8,text,true,,0,0,20,20,null,0,0,0
1737041681546,1166,Login,200,,Http URL/API Test 1-18,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1166,0,171
1737041682712,1,randomPageSize,200,OK,Http URL/API Test 1-18,text,true,,0,0,20,20,null,0,0,0
1737041681198,1584,Login,200,,Http URL/API Test 1-11,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1584,0,173
1737041682782,0,randomPageSize,200,OK,Http URL/API Test 1-11,text,true,,0,0,20,20,null,0,0,0
1737041681310,1481,Login,200,,Http URL/API Test 1-13,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1481,0,196
1737041682791,1,randomPageSize,200,OK,Http URL/API Test 1-13,text,true,,0,0,20,20,null,0,0,0
1737041681646,1253,Login,200,,Http URL/API Test 1-20,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,1253,0,196
1737041682899,0,randomPageSize,200,OK,Http URL/API Test 1-20,text,true,,0,0,20,20,null,0,0,0
1737041682783,316,Get the List of Default config for the Departments,200,,Http URL/API Test 1-11,text,true,,398,1106,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/ct/department/config/list?sortKey=enName,312,0,0
1737041682313,807,Search Rule,200,,Http URL/API Test 1-5,text,true,,20086,1094,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/iot2/userrules?sortKey=createdTime&keyType=SERVER_ATTRIBUTE&sortDirection=DESC&pageNumber=5&pageSize=16,695,0,0
1737041682615,526,Get List of Cities,200,,Http URL/API Test 1-9,text,true,,7091,1102,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/iot2/level/city?lang=en&pageNumber=4&pageSize=8&sortKey=createdTime&sortDirection=DESC&keyType=SERVER_ATTRIBUTE,526,0,0
1737041683099,343,Search Rule,200,,Http URL/API Test 1-11,text,true,,13897,1093,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/iot2/userrules?sortKey=createdTime&keyType=SERVER_ATTRIBUTE&sortDirection=DESC&pageNumber=3&pageSize=8,245,0,0
1737041681497,4184,Login,200,,Http URL/API Test 1-17,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4183,0,159
1737041685681,0,randomPageSize,200,OK,Http URL/API Test 1-17,text,true,,0,0,20,20,null,0,0,0
1737041681365,4318,Login,200,,Http URL/API Test 1-14,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4318,0,163
1737041685683,1,randomPageSize,200,OK,Http URL/API Test 1-14,text,true,,0,0,20,20,null,0,0,0
1737041681595,4091,Login,200,,Http URL/API Test 1-19,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4091,0,165
1737041680796,4890,Login,200,,Http URL/API Test 1-3,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4890,0,299
1737041685686,1,randomPageSize,200,OK,Http URL/API Test 1-19,text,true,,0,0,20,20,null,0,0,0
1737041685686,1,randomPageSize,200,OK,Http URL/API Test 1-3,text,true,,0,0,20,20,null,0,0,0
1737041680698,4990,Login,200,,Http URL/API Test 1-1,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4990,0,420
1737041681402,4286,Login,200,,Http URL/API Test 1-15,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4286,0,189
1737041685688,0,randomPageSize,200,OK,Http URL/API Test 1-15,text,true,,0,0,20,20,null,0,0,0
1737041685688,0,randomPageSize,200,OK,Http URL/API Test 1-1,text,true,,0,0,20,20,null,0,0,0
1737041680947,4741,Login,200,,Http URL/API Test 1-6,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4741,0,158
1737041681149,4539,Login,200,,Http URL/API Test 1-10,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4539,0,193
1737041685688,1,randomPageSize,200,OK,Http URL/API Test 1-6,text,true,,0,0,20,20,null,0,0,0
1737041685688,1,randomPageSize,200,OK,Http URL/API Test 1-10,text,true,,0,0,20,20,null,0,0,0
1737041681252,4439,Login,200,,Http URL/API Test 1-12,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4439,0,166
1737041685691,1,randomPageSize,200,OK,Http URL/API Test 1-12,text,true,,0,0,20,20,null,0,0,0
1737041681022,4672,Login,200,,Http URL/API Test 1-7,text,true,,1594,419,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/auth/login,4672,0,171
1737041685694,0,randomPageSize,200,OK,Http URL/API Test 1-7,text,true,,0,0,20,20,null,0,0,0
1737041685681,508,Search Rule,200,,Http URL/API Test 1-17,text,true,,8382,1093,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/iot2/userrules?sortKey=createdTime&keyType=SERVER_ATTRIBUTE&sortDirection=DESC&pageNumber=2&pageSize=8,508,0,0
1737041685689,533,Search Rule,200,,Http URL/API Test 1-15,text,true,,20086,1094,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/iot2/userrules?sortKey=createdTime&keyType=SERVER_ATTRIBUTE&sortDirection=DESC&pageNumber=5&pageSize=16,502,0,0
1737041685687,599,Search Rule,200,,Http URL/API Test 1-19,text,true,,9122,1093,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/iot2/userrules?sortKey=createdTime&keyType=SERVER_ATTRIBUTE&sortDirection=DESC&pageNumber=4&pageSize=8,599,0,0
1737041683142,3162,Get the List of Alerts,200,,Http URL/API Test 1-9,text,true,,457,1332,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/ct/alerts?lang=en&pageNumber=5&pageSize=8&sortKey=createdTime&sortDirection=DESC&timeZone=Asia%2FRiyadh,3162,0,0
1737041685692,625,Get List of Devices,200,,Http URL/API Test 1-12,text,true,,457,1276,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/ct/devices?pageNumber=2&pageSize=16&sortKey=createdTime&sortDirection=DESC,625,0,0
1737041685695,637,Get List of Devices,200,,Http URL/API Test 1-7,text,true,,457,1276,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/ct/devices?pageNumber=1&pageSize=16&sortKey=createdTime&sortDirection=DESC,637,0,0
1737041685689,701,Search Rule,200,,Http URL/API Test 1-6,text,true,,24979,1094,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/iot2/userrules?sortKey=createdTime&keyType=SERVER_ATTRIBUTE&sortDirection=DESC&pageNumber=4&pageSize=16,602,0,0
1737041685687,879,Search Users,200,,Http URL/API Test 1-3,text,true,,12260,1089,20,20,http://k8s-default-awsingre-a7e4fb380f-62692094.us-east-1.elb.amazonaws.com/api/iot2/users?pageNumber=2&pageSize=8&sortKey=createdTime&keyType=SERVER_ATTRIBUTE&sortDirection=DESC,878,0,0
